path,url,page_id,kind,publish_state,http_status,current_title,title_len,title_status,current_meta_description,desc_len,desc_status,canonical,has_jsonld,og_image,kajabi_missing,page_value,priority,recommended_title,recommended_meta_description,notes
blog/why-am-i-the-sleep-concierge,https://www.joinsnooze.com/blog/why-am-i-the-sleep-concierge,,,,200,Why am I The Sleep Concierge?,29,short,"Discover personalized sleep guidance with The Sleep Concierge. I offer a holistic approach that considers diet, environment, and emotional well-being, with phone and online consultations to ensure you and your baby achieve restful sleep. Experience the ultimate support for a peaceful night’s rest",297,long,https://www.joinsnooze.com/blog/why-am-i-the-sleep-concierge,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/416ade8-11da-62d7-2dbc-32d6ccc0eb_c233aa09-e384-4a48-a002-148338107ec5.webp,,,,,,
blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,https://www.joinsnooze.com/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,,,,200,Will My Baby Cry When Making Sleep Changes?,43,ok,Learn why babies cry during sleep training and how to go through this transition effectively for a smoother experience for your baby,132,ok,https://www.joinsnooze.com/blog/will-my-baby-cry-when-making-sleep-changes-lets-talk-about-it,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/blogs/2147772521/images/f724515-601-dba5-bc63-4522238b7cf_baby-crying-sleep-changes-66f7a05027c25.webp,,,,,,
camp-snooze-sleep-coaching,https://www.joinsnooze.com/camp-snooze-sleep-coaching,,,,200,Camp Snooze | 2-Week Virtual Baby Sleep Training with Sally & Bec,65,long,"Join Camp Snooze for two weeks of intensive sleep training with daily coaching, personalized plans, and expert support. Limited to 6 families per intake.",153,ok,https://www.joinsnooze.com/camp-snooze-sleep-coaching,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/8e8ed31-ae0-7bd5-cf14-bb74a454155c_85917313-bc0c-408a-9f23-a5429d5ada5f.png,,,,,,
cdn-cgi/l/email-protection,https://www.joinsnooze.com/cdn-cgi/l/email-protection,,,,404,Email Protection | Cloudflare,29,short,,0,missing,,N,,,,,,,
contact,https://www.joinsnooze.com/contact,2154679194,website_pages,published,200,Contact,7,short,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/contact,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,seo_description;social_image,0.0,0.0,,,
downloads/baby-sleep-guide-5-to-12-months,https://www.joinsnooze.com/downloads/baby-sleep-guide-5-to-12-months,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
downloads/catnapping-guide,https://www.joinsnooze.com/downloads/catnapping-guide,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
downloads/newborn-sleep-guide-by-the-sleep-concierge,https://www.joinsnooze.com/downloads/newborn-sleep-guide-by-the-sleep-concierge,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
downloads/the-roadmap-to-a-smooth-3-to-2-nap-transition-6-9-month-old-babies,https://www.joinsnooze.com/downloads/the-roadmap-to-a-smooth-3-to-2-nap-transition-6-9-month-old-babies,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
free-4-month-regression-masterclass-signup,https://www.joinsnooze.com/free-4-month-regression-masterclass-signup,,,,200,Free 4-Month Sleep Regression Masterclass,41,ok,"Is your 3–4 month-old suddenly waking every hour? Sign up for Sally Woods’ free 20-minute masterclass and learn gentle, evidence-based steps to dodge the 4-month regression and set up 12-hour nights—plus get a limited-time discount on the 3-4 Month Sleep Course.",262,long,https://www.joinsnooze.com/free-4-month-regression-masterclass-signup,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/d83ca6-385f-1752-4d88-a620da1cb1d_Sleep_TRAINING_Masterclass_Thumb.jpg,,,,,,
get-great-baby-sleep,https://www.joinsnooze.com/get-great-baby-sleep,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/get-great-baby-sleep,N,,,,,,,
links,https://www.joinsnooze.com/links,,,,200,Snooze by The Sleep Concierge | Essential Links for Better Baby Sleep,69,long,"Get expert baby sleep resources from Snooze by The Sleep Concierge. Find guides, courses, and personalised support to help your little one (and you!) get the rest you need. Access all our key links in one place.",211,long,https://www.joinsnooze.com/links,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/e3a6c0d-0b20-562b-87d2-8aea75e865b2_e22b7394-3787-4ebf-b611-400efa33f109.jpg,,,,,,
login,https://www.joinsnooze.com/login,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
newborn-baby-sleep-help,https://www.joinsnooze.com/newborn-baby-sleep-help,,,,200,Newborn Sleep Help: Is This Normal? Sleep Guide for 0-3 Month Babies,68,long,Is your newborn,15,short,https://www.joinsnooze.com/newborn-baby-sleep-help,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/f468526-8226-36c2-df02-02c1a08582c_Untitled_design.jpg,,,,,,
newborn-sleep-guide,https://www.joinsnooze.com/newborn-sleep-guide,,,,200,Newborn Sleep Guide: The Fourth Trimester & Foundations | Snooze,64,long,A self-paced guide helping you understand your newborn,54,short,https://www.joinsnooze.com/newborn-sleep-guide,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/b5c0ed1-c5fe-ec78-81a7-2f18ea33afea_Newborn_Guide_2_.jpg,,,,,,
newsletters/the-snooze-news,https://www.joinsnooze.com/newsletters/the-snooze-news,,,,200,The Snooze News,15,short,,0,missing,https://www.joinsnooze.com/newsletters/the-snooze-news,N,,,,,,,
offers/4HQjFJGC/checkout,https://www.joinsnooze.com/offers/4HQjFJGC/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/4HQjFJGC/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/4zHPSRCs,https://www.joinsnooze.com/offers/4zHPSRCs,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/4zHPSRCs/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/5xL3NaRf/checkout,https://www.joinsnooze.com/offers/5xL3NaRf/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/6iRarwak/checkout,https://www.joinsnooze.com/offers/6iRarwak/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/9DFJSwVD/checkout,https://www.joinsnooze.com/offers/9DFJSwVD/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/9DFJSwVD/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/FktmJAvJ/checkout,https://www.joinsnooze.com/offers/FktmJAvJ/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/FktmJAvJ/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/K3Y6FEKX/checkout,https://www.joinsnooze.com/offers/K3Y6FEKX/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/K3Y6FEKX/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/W2PyqL2X/checkout,https://www.joinsnooze.com/offers/W2PyqL2X/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/W2PyqL2X/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/igbTdRbk/checkout,https://www.joinsnooze.com/offers/igbTdRbk/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/igbTdRbk/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/jRxWAnVo/checkout,https://www.joinsnooze.com/offers/jRxWAnVo/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/jRxWAnVo/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/muRW6ug5,https://www.joinsnooze.com/offers/muRW6ug5,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/muRW6ug5/checkout,https://www.joinsnooze.com/offers/muRW6ug5/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/mwiSia6A/checkout,https://www.joinsnooze.com/offers/mwiSia6A/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/mwiSia6A/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/omMcVgAi/checkout,https://www.joinsnooze.com/offers/omMcVgAi/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/omMcVgAi/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/uxWnEfFg/checkout,https://www.joinsnooze.com/offers/uxWnEfFg/checkout,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/uxWnEfFg/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/z63s9VaR,https://www.joinsnooze.com/offers/z63s9VaR,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/offers/z63s9VaR/checkout,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
offers/zAybiDqh,https://www.joinsnooze.com/offers/zAybiDqh,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
one-on-one-sleep-consultations,https://www.joinsnooze.com/one-on-one-sleep-consultations,,,,200,1:1 Sleep Help with Sally | Expert Sleep Support for Babies & Toddlers,70,long,"Work one-on-one with Sally, a Registered Paediatric Nurse and Certified Sleep Consultant, to create a tailored sleep plan for your baby or toddler. Virtual consultations available worldwide.",190,long,https://www.joinsnooze.com/one-on-one-sleep-consultations,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/6b7e8b7-dfae-84ae-646c-4f722f1fcca_d1279c01-16a1-4f4c-87ba-70e1fe3588f0.jpg,,,,1:1 Baby Sleep Consultations with Sally | Snooze,"Work one-on-one with Sally, a certified sleep consultant and former paediatric nurse, on a tailored plan for your baby or toddler. Virtual worldwide.",
password/new,https://www.joinsnooze.com/password/new,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/password/new,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
privacy,https://www.joinsnooze.com/privacy,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/privacy,N,,,,,,,
privacy-policy,https://www.joinsnooze.com/privacy-policy,2156730062,website_pages,published,200,Privacy Policy | Snooze - Baby Sleep Support,44,ok,"Snooze Privacy Policy: Learn how we collect, use, and protect your personal information. GDPR and CCPA compliant. Contact privacy@sleepconcierge.com.au with questions.",167,long,https://www.joinsnooze.com/privacy-policy,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,social_image,0.0,0.0,,,
products/3-4-month-baby-sleep-course-by-the-sleep-concierge,https://www.joinsnooze.com/products/3-4-month-baby-sleep-course-by-the-sleep-concierge,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/5-12-month-sleep-training-course,https://www.joinsnooze.com/products/5-12-month-sleep-training-course,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/communities/v2/snooze,https://www.joinsnooze.com/products/communities/v2/snooze,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/communities/v2/snooze/library,https://www.joinsnooze.com/products/communities/v2/snooze/library,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/communities/v2/snooze/resource/9f86d81f-18f7-494e-bad0-60ead4a4fde0,https://www.joinsnooze.com/products/communities/v2/snooze/resource/9f86d81f-18f7-494e-bad0-60ead4a4fde0,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/newborn-sleep-guide,https://www.joinsnooze.com/products/newborn-sleep-guide,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/settling-techniques-module-from-snooze-by-the-sleep-concierge,https://www.joinsnooze.com/products/settling-techniques-module-from-snooze-by-the-sleep-concierge,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/the-snooze-method,https://www.joinsnooze.com/products/the-snooze-method,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/the-snooze-method-5-12-month-sleep,https://www.joinsnooze.com/products/the-snooze-method-5-12-month-sleep,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
products/toddler-toolkit,https://www.joinsnooze.com/products/toddler-toolkit,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
recommended-products,https://www.joinsnooze.com/recommended-products,,,,200,Recommended Baby Sleep Products | The Sleep Concierge,53,ok,Here are my recommended baby sleep products to give your baby the best environment to get a good night,102,short,https://www.joinsnooze.com/recommended-products,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/db1581-4d55-d445-026b-8cfbb5437cf_glowdreaming.jpg,,,,,,
sleep-glossary,https://www.joinsnooze.com/sleep-glossary,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/sleep-glossary,N,,,,,,,
snooze,https://www.joinsnooze.com/snooze,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/snooze,N,,,,,,,
snooze-library,https://www.joinsnooze.com/snooze-library,2156716053,website_pages,published,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/login,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,seo_description;social_image,0.0,0.0,,,
snooze-method,https://www.joinsnooze.com/snooze-method,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/snooze-method,N,,,,,,,
snooze-social-terms-and-conditions,https://www.joinsnooze.com/snooze-social-terms-and-conditions,,,,200,Snooze Social Membership Terms and Conditions | The Sleep Concierge,67,long,"Read the terms and conditions for joining the Snooze Social membership by The Sleep Concierge. Learn about the services, payment, refunds, intellectual property, and limitation of liability. By signing up, you agree to these terms.",231,long,https://www.joinsnooze.com/snooze-social-terms-and-conditions,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/52765d-5601-a-c8e6-dd3c45e046_fac415cd-9911-4dee-9b8f-60b83fa7b9f6.png,,,,,,
snooze-village,https://www.joinsnooze.com/snooze-village,,,,404,Not Found (404),15,short,,0,missing,https://www.joinsnooze.com/snooze-village,N,,,,,,,
store,https://www.joinsnooze.com/store,,,,200,Snooze | Sleep Help for the Modern Parent,41,ok,"Get clear, evidence-based sleep guidance for your baby. The Snooze Method helps tired parents reduce night wakes and extend naps. Join Snooze today.",148,ok,https://www.joinsnooze.com/store,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,,,,,,
terms-conditions,https://www.joinsnooze.com/terms-conditions,2155414022,website_pages,published,200,Snooze Terms and Conditions,27,short,Read Snooze,11,short,https://www.joinsnooze.com/terms-conditions,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/5a0acc0-1-35b-0af-fbf7748ab0a_Snooze_x_TSC_-_coral_web.png,social_image,0.0,0.0,,,
thankyou/lmcr08-access,https://www.joinsnooze.com/thankyou/lmcr08-access,2151828177,landing_pages,published,200,3-4 Month Feeds - Thank You,27,short,,0,missing,https://www.joinsnooze.com/thankyou/lmcr08-access,N,,seo_description;social_image,0.0,0.0,,,
toddler-sleep-help,https://www.joinsnooze.com/toddler-sleep-help,,,,200,Toddler Sleep Help: Bedtime Battles & Nap Refusal Solutions,59,ok,"Tired of bedtime battles and nap refusal? Get expert toddler sleep help for 12+ months. Learn how to handle big feelings at bedtime, manage nap transitions, and fix early rising with calm, consistent strategies.",211,long,https://www.joinsnooze.com/toddler-sleep-help,N,https://kajabi-storefronts-production.kajabi-cdn.com/kajabi-storefronts-production/file-uploads/sites/2148291177/images/7b1aeb-da0e-bab4-d22f-b43fbe5f170_TSC_-_Age_Ranges_Social_Images_4_.jpg,,,,,,
